x  y  z 
-612.429817  -492.778241  573.669613 
-615.755880  -488.286912  574.405293 
-623.166659  -484.258557  296.722651 
-621.289729  -484.978701  508.747648 
-626.192667  -481.896074  309.832676 
-631.622971  -475.262183  513.389870 
-629.317861  -474.410792  515.448248 
-628.910392  -475.135439  514.326377 
-633.281931  -470.395493  513.749671 
-663.187791  -442.661074  270.463918 
-665.360967  -437.798643  190.102979 
-664.820359  -439.967578  472.900031 
-669.834264  -436.815353  288.577261 
-690.829283  -415.229541  251.684070 
-691.782248  -413.492827  456.051781 
212.641775  -1313.869149  564.047709 
172.489234  -1271.319047  522.389159 
62.490725  -1164.206235  764.718992 
53.408048  -1154.412376  509.496334 
15.165787  -1114.690673  485.698403 
13.065960  -1115.816785  486.033008 
-16.822753  -1085.769176  462.220936 
-71.142547  -1031.558512  403.759268 
-80.011269  -1020.932371  419.388622 
-132.065437  -967.046819  635.170995 
-145.311250  -956.948451  594.909035 
-146.274502  -954.259330  425.397138 
-167.085528  -935.284947  612.601367 
-179.464249  -920.927683  386.954297 
-204.297118  -897.214311  961.440938 
-209.280542  -893.134719  378.195527 
-248.753509  -854.331540  568.760349 
-250.858108  -850.165130  556.131430 
-252.265180  -848.923678  563.985985 
-289.888217  -810.610257  363.181025 
-292.334942  -808.991209  542.023831 
-307.343060  -791.582796  328.449256 
-309.506618  -789.620129  348.480993 
-308.116679  -791.231621  352.574691 
-323.784253  -777.558444  319.118275 
-337.524966  -761.574594  841.023681 
-375.344500  -723.669678  282.684352 
-378.064705  -722.569226  283.702730 
-387.532542  -714.873082  288.923809 
-384.428633  -714.592948  310.435242 
-384.033922  -715.184485  313.489822 
-388.945910  -709.834306  297.170793 
-392.125023  -709.596989  296.662256 
-391.662831  -709.708370  433.154823 
-391.677137  -710.451062  453.783285 
-430.411275  -668.249436  725.514794 
-463.062899  -638.708760  277.086867 
-480.128325  -618.472199  394.362758 
-494.565397  -607.970513  267.772861 
-497.114443  -603.311073  267.360196 
-497.174913  -602.963669  681.089088 
-500.396506  -602.382726  650.263597 
-570.653918  -531.717195  344.139933 
-578.901567  -523.375190  564.542992 
-582.801793  -515.420739  352.106616 
-592.098842  -506.263394  352.590800 
-597.269817  -503.606458  347.399601 
-599.130510  -501.963676  348.164288 
-599.406915  -499.228097  338.313963 
-620.312039  -481.492206  512.674576 
-652.928212  -449.785550  298.298256 
-656.365272  -445.136141  289.379660 
-660.651737  -438.758806  191.678904 
-661.850199  -440.417357  276.969908 
-663.016220  -435.847327  275.571891 
-669.949798  -431.680625  191.457820 
-684.524843  -416.280716  461.767995 
73.815088  -1171.206478  749.805416 
14.864049  -1109.711647  470.845495 
11.311287  -1107.679657  493.367228 
-22.144239  -1072.060676  428.651168 
-31.424331  -1064.833418  454.860953 
-68.014920  -1028.882821  1074.734610 
-109.792252  -986.887133  1056.006173 
-221.558337  -872.213317  551.698887 
-229.886936  -866.989559  550.768613 
-253.690459  -843.187865  360.948701 
-286.531919  -806.795545  516.541449 
-288.763210  -804.303918  525.847041 
-297.481117  -797.301391  494.187819 
-310.181264  -786.867656  349.810153 
-329.950243  -763.084947  299.503667 
-338.490196  -756.571220  499.701469 
-350.023210  -742.638497  498.147311 
-356.064000  -740.308848  484.506115 
-380.290569  -716.652456  314.536806 
-385.479388  -708.128556  300.419499 
-391.506249  -705.080467  298.990778 
-400.041784  -693.429372  730.655420 
-402.040441  -691.383224  729.604796 
-411.131627  -685.639776  446.934173 
-427.895788  -668.203795  718.036286 
-427.130027  -666.633421  718.642776 
-444.435140  -651.557203  691.025629 
-449.424907  -647.706911  279.623820 
-502.877831  -589.611485  242.964385 
-550.370439  -543.630369  340.274421 
-574.022099  -521.013437  332.171017 
-585.779488  -510.807560  548.886551 
-589.317336  -506.742789  566.424241 
-596.219900  -500.615508  309.116495 
-595.902436  -496.758084  345.567345 
-604.667352  -488.339204  333.344215 
-610.233124  -484.736784  537.929169 
-611.316401  -481.202930  538.121208 
-614.323947  -479.606052  535.947326 
-616.619554  -480.369777  511.901665 
-620.743861  -476.497993  514.301997 
-623.760347  -469.127470  527.279306 
-630.607562  -463.688029  195.785177 
-632.258783  -463.686701  482.605352 
-647.057933  -447.786926  290.900382 
-648.895132  -446.200679  275.846669 
-651.647317  -445.495261  290.085482 
-653.494654  -442.952608  302.675574 
-656.060689  -438.995867  286.563040 
-655.420803  -439.597986  291.960610 
-660.348620  -432.580544  285.764403 
-664.772505  -428.832828  284.751934 
-669.494019  -426.125657  454.279332 
-672.260489  -422.249141  294.078677 
202.998099  -1290.834946  522.694236 
160.097683  -1250.766863  759.804263 
142.585388  -1229.510656  488.918212 
127.410994  -1216.133866  475.701605 
45.458413  -1133.592303  491.129036 
21.575830  -1112.687828  490.936245 
4.476858  -1091.792972  666.053703 
-5.742339  -1082.120801  700.878283 
-66.726457  -1025.093915  440.421409 
-95.897788  -993.725841  433.676103 
-128.217507  -961.139600  417.525094 
-135.731204  -955.252930  604.626082 
-158.750548  -928.803034  386.552463 
-236.477273  -852.799105  577.864910 
-238.351873  -849.283554  980.752423 
-272.123512  -817.132865  933.184992 
-307.383643  -783.106473  324.408046 
-312.373482  -775.666527  326.615453 
-323.128019  -765.916070  518.884837 
-332.015326  -757.878825  327.930367 
-333.271874  -756.350502  329.242206 
-338.596094  -750.711873  480.972204 
-340.998779  -747.511234  474.408360 
-352.958789  -735.532116  776.401706 
-373.317560  -715.988916  292.251207 
-378.668081  -713.362612  295.920118 
-383.006089  -706.508459  316.034800 
-384.719242  -705.222248  296.465119 
-388.495326  -702.856960  293.659522 
-388.612902  -699.222547  765.957977 
-407.869290  -679.494579  454.188190 
-410.085490  -680.970171  453.524681 
-426.783530  -664.661027  720.869269 
-426.660988  -660.425195  715.352275 
-449.655100  -639.947827  279.064468 
-459.168011  -628.695082  386.763726 
-477.936461  -611.006560  243.341040 
-484.843200  -604.298511  379.253731 
-489.811934  -601.760282  364.803359 
-491.281500  -599.575949  360.545719 
-492.359626  -598.192322  405.731764 
-510.215741  -577.588850  355.638964 
-514.237130  -575.268749  363.304594 
-515.906332  -571.268225  254.496346 
-523.840941  -566.080892  250.382100 
-540.619893  -549.412213  373.910470 
-549.618646  -541.116266  332.418993 
-549.064737  -538.946212  335.842982 
-551.153234  -539.551899  338.094985 
-553.569737  -538.369816  335.514507 
-569.716108  -520.182777  328.685492 
-578.953616  -509.305082  328.195073 
-584.472345  -503.069534  207.319782 
-588.954113  -502.629870  211.036806 
-608.626336  -482.920950  550.629081 
-610.590043  -478.857566  494.783078 
-621.775503  -470.285519  305.974653 
-629.489038  -460.815367  312.393084 
-630.969305  -459.320717  314.679755 
-632.557032  -456.781106  314.554368 
-643.425665  -444.512826  477.867957 
-648.938424  -441.992787  283.455265 
-648.676282  -439.795803  281.816061 
-660.273247  -429.567320  499.730567 
-661.918980  -426.989610  298.287963 
-661.813442  -427.326412  504.095330 
-678.399825  -413.744339  460.587537 
-686.117716  -401.871241  253.061703 
198.940440  -1282.532073  523.456917 
124.919292  -1211.269688  482.688951 
113.232871  -1197.360032  788.961263 
99.278326  -1184.084239  488.901711 
32.895813  -1119.050894  453.459296 
25.247076  -1110.353617  678.518065 
-15.684445  -1070.971410  421.638749 
-16.987769  -1067.535780  697.056406 
-18.701736  -1065.639571  697.766330 
-60.271019  -1025.060082  400.039594 
-73.244732  -1010.126238  1052.519365 
-120.620951  -960.790184  423.007141 
-121.685247  -959.719536  419.806785 
-131.320175  -952.893221  579.231265 
-169.865184  -911.745740  399.826269 
-202.423272  -884.376891  956.999891 
-211.432225  -872.407744  970.162377 
-221.590480  -863.447727  367.221576 
-221.138865  -862.056417  984.115218 
-266.675470  -815.591828  932.753192 
-283.344557  -800.816462  488.860762 
-297.908040  -786.804583  316.711027 
-316.509169  -769.697348  495.647349 
-321.931635  -762.538627  478.117834 
-336.565481  -749.384113  466.108000 
-341.469755  -743.256482  843.974774 
-354.894421  -730.696627  483.964959 
-362.665463  -722.679104  439.463844 
-374.710407  -708.346887  753.209874 
-374.897320  -706.972796  750.871634 
-379.347636  -705.005630  304.667018 
-383.701263  -700.771799  297.544477 
-424.833661  -659.096153  284.359163 
-427.644246  -657.694135  718.592009 
-435.245998  -648.182671  278.915403 
-437.331879  -645.123384  396.094694 
-438.826374  -646.386828  408.626393 
-438.292291  -644.015408  408.343855 
-473.090039  -613.311987  265.577265 
-505.252444  -578.007565  364.560955 
-511.892827  -572.693253  345.289983 
-518.948303  -567.675872  376.764508 
-529.556849  -552.767211  382.036173 
-538.626309  -545.146818  353.436932 
-544.797402  -539.195640  345.438874 
-548.958874  -533.364229  337.010333 
-559.805530  -524.379381  348.859230 
-559.598926  -524.666007  348.273547 
-561.755823  -521.389047  548.855435 
-561.952477  -521.453254  569.171104 
-564.278515  -519.145838  228.737941 
-566.752166  -515.702969  336.303142 
-571.737362  -514.490781  309.897917 
-568.913787  -513.650604  308.752330 
-571.618404  -515.054810  331.162543 
-579.126371  -506.691221  333.323859 
-579.151114  -505.606373  342.252159 
-580.140255  -502.532905  208.113901 
-584.334011  -501.401213  587.977507 
-584.653307  -496.885312  341.547706 
-590.556549  -495.070103  328.819305 
-590.795775  -492.406945  521.435188 
-597.087520  -485.057001  501.496238 
-598.766359  -484.966158  522.161296 
-612.794480  -471.039091  493.175631 
-619.201495  -467.565590  301.784822 
-617.044617  -464.956025  525.696239 
-618.077632  -465.352367  298.452773 
-619.989153  -465.697919  538.988254 
-625.773745  -460.893970  303.162651 
-631.687550  -454.342714  186.179457 
-631.858806  -454.086505  187.288688 
-630.038805  -452.423737  200.045640 
-632.684472  -449.116439  193.583834 
-631.930941  -452.100731  307.722615 
-639.241289  -446.170168  288.706126 
-641.335957  -440.462655  283.618924 
-648.919151  -437.146559  292.062661 
-665.545580  -419.304043  170.277344 
77.959289  -1154.226536  784.614653 
71.288778  -1150.139359  444.431656 
37.779514  -1116.565764  680.100697 
33.691767  -1112.438199  747.052293 
21.718987  -1099.025815  674.509806 
14.551565  -1090.609730  721.384662 
8.855603  -1085.016096  428.979397 
-187.289030  -893.275528  396.598153 
-212.343506  -866.812729  939.611149 
-218.097198  -861.359619  975.805177 
-218.890693  -860.755567  933.367863 
-299.545303  -778.957628  337.150218 
-301.646961  -775.801660  316.888100 
-300.666381  -776.517004  335.816720 
-319.849410  -758.065464  315.838189 
-331.090477  -747.924616  466.501702 
-343.774559  -736.093831  469.831773 
-367.415370  -710.580961  466.927713 
-374.551644  -705.801695  805.192566 
-382.929106  -698.377857  273.898818 
-410.749923  -665.609473  294.010449 
-413.820901  -664.400057  298.662439 
-424.463524  -652.497653  269.921434 
-432.546331  -646.779815  281.116767 
-433.920561  -645.950603  404.295616 
-438.852117  -640.972432  274.350420 
-437.277806  -641.157423  393.381270 
-442.426726  -635.241198  389.544347 
-451.180208  -629.847000  395.908881 
-457.225977  -624.084286  273.847977 
-478.581041  -597.986581  381.144919 
-488.009143  -592.710103  632.185996 
-551.128397  -526.516760  337.182952 
-549.865379  -526.200974  341.854820 
-553.320833  -524.098253  334.729485 
-557.484769  -519.490705  346.619803 
-557.751160  -521.615876  347.600944 
-559.670080  -519.658958  322.705830 
-560.087382  -518.552874  331.854799 
-564.711249  -514.760549  537.451287 
-567.127335  -511.387268  337.972649 
-568.127897  -511.555178  338.253330 
-570.918454  -509.497647  312.814424 
-569.873590  -506.325173  339.397749 
-569.521058  -509.635251  341.327554 
-571.508734  -509.006480  340.103327 
-572.391473  -504.501819  336.976127 
-574.694120  -505.153945  340.810406 
-576.038810  -503.822189  205.377081 
-574.794434  -501.310760  341.243562 
-577.817007  -499.286193  314.297200 
-582.338531  -494.912713  582.199621 
-591.819317  -487.191918  308.430854 
-605.745146  -471.458226  318.045336 
-607.357058  -470.792909  309.684088 
-608.779700  -467.555809  319.566872 
-608.898075  -470.685309  321.298265 
-608.780232  -472.483001  321.421547 
-610.439168  -469.617442  553.115105 
-613.934796  -463.663912  295.309852 
-616.424221  -460.467390  300.530065 
-653.431491  -427.909589  280.472233 
-658.055110  -418.540343  164.039071 
-664.310230  -415.607217  295.659848 
-672.175620  -408.218747  472.939206 
-691.391516  -387.252263  261.356154 
272.827351  -1347.436539  544.123105 
270.397208  -1346.269157  547.663309 
173.045905  -1245.294076  842.803321 
65.846051  -1139.481902  440.483098 
54.900367  -1129.718739  697.526358 
53.037207  -1126.854920  463.398889 
-10.569804  -1061.260243  708.756809 
-25.019516  -1049.112828  411.260023 
-56.509283  -1016.891157  643.076930 
-61.065481  -1010.177551  437.093135 
-71.556690  -1004.065815  666.300753 
-71.465542  -1001.064271  620.483821 
-96.582147  -979.146533  1089.420580 
-118.732240  -954.028254  426.789994 
-121.111645  -950.037349  384.437281 
-119.949041  -951.617472  418.661343 
-149.801278  -921.367214  591.538055 
-199.332652  -875.928310  957.343129 
-226.158648  -845.988446  551.248489 
-237.528030  -837.882254  369.290541 
-251.380026  -819.355946  928.254085 
-262.909737  -812.552664  932.124405 
-284.502432  -789.854541  855.911747 
-309.437779  -762.534915  847.785716 
-311.570889  -762.824569  494.573537 
-319.252406  -755.232636  498.264286 
-320.739363  -753.363257  477.504846 
-323.199116  -749.428729  323.910500 
-337.060074  -736.391347  486.707131 
-340.951311  -733.824674  471.010045 
-340.370023  -734.760893  482.808715 
-356.560269  -719.111881  308.348228 
-359.626051  -715.350129  826.670950 
-374.853840  -698.768528  806.679028 
-426.573496  -648.192066  266.698816 
-427.109457  -646.261905  269.724947 
-426.917941  -647.936722  277.106181 
-427.887438  -645.455824  419.007375 
-452.052926  -622.319775  394.111225 
-474.961397  -599.216996  668.482666 
-473.947249  -598.250436  668.990673 
-531.381330  -540.106188  219.809000 
-543.768466  -529.846932  574.666887 
-543.078419  -531.879165  575.462293 
-575.724574  -497.541402  227.464697 
-589.200559  -483.191613  566.936769 
-598.638732  -477.238620  534.499778 
-598.986625  -471.966262  324.447534 
-603.631218  -471.979980  317.984492 
-601.809798  -470.531915  319.773125 
-604.504020  -470.330069  320.657474 
-604.377355  -467.583308  189.224151 
-610.945655  -464.143663  315.278615 
-616.973218  -455.324432  302.603270 
-620.875331  -453.034820  297.217727 
-619.669900  -450.959602  304.097238 
-620.038725  -454.399289  307.720828 
-653.934156  -417.164469  465.821801 
-662.408669  -411.785963  454.192538 
251.527056  -1316.670274  548.612311 
82.068398  -1150.590750  445.596134 
61.108213  -1127.164512  695.486779 
38.599710  -1106.623404  465.943466 
-50.976461  -1017.301076  395.441403 
-98.400875  -969.787692  1064.772989 
-111.247777  -958.181209  639.180830 
-136.404545  -933.804858  1033.263559 
-143.688271  -922.358173  577.151032 
-143.182730  -923.396960  989.818639 
-157.922314  -907.979805  550.871382 
-176.937906  -892.487384  374.243670 
-182.076806  -883.001570  362.835850 
-204.410033  -865.318272  373.647576 
-225.919271  -843.233140  330.534740 
-248.002881  -821.234692  935.243746 
-270.490949  -796.738011  492.306305 
-271.157203  -794.559942  519.156388 
-287.638572  -780.932507  318.886558 
-295.043495  -770.814828  327.813913 
-317.550953  -749.559090  474.355261 
-315.275527  -750.736136  474.855638 
-317.375994  -751.339883  473.583716 
-319.928161  -749.992238  313.920310 
-319.421867  -747.990409  474.321972 
-321.429936  -749.027024  840.909164 
-324.456603  -745.330739  466.205563 
-331.057206  -738.901940  325.537266 
-339.633365  -729.809737  491.389985 
-354.873721  -713.131964  451.359264 
-355.746369  -713.707569  455.161344 
-359.176706  -707.089221  306.739702 
-402.088177  -667.528765  259.471708 
-399.457853  -666.181505  261.768286 
-406.557963  -663.577131  261.392206 
-407.003958  -661.691553  270.957917 
-406.848398  -661.818136  446.687805 
-409.879787  -656.475367  400.711158 
-411.684227  -656.137253  403.501761 
-413.371240  -656.895994  401.315063 
-412.637747  -656.926438  406.915981 
-410.142187  -655.066402  407.142291 
-423.332444  -642.739434  274.406613 
-423.711484  -643.908125  432.375502 
-426.717390  -642.226827  415.775800 
-433.791311  -631.812180  427.844194 
-448.996095  -616.894578  390.044686 
-451.414634  -616.253979  667.318580 
-454.413192  -612.852892  385.554127 
-470.409664  -597.651723  234.194196 
-469.766596  -598.431833  405.873424 
-474.296796  -593.354210  621.816691 
-492.379672  -575.160733  258.347674 
-527.397564  -541.368486  360.712186 
-527.617664  -540.592595  571.215082 
-556.188048  -509.334465  333.372136 
-559.268098  -507.565053  322.873643 
-558.959473  -508.208422  320.493534 
-559.378264  -505.861693  320.032094 
-559.188815  -509.599510  341.633547 
-560.840976  -504.713206  230.138116 
-563.790482  -505.355936  323.731951 
-569.634144  -496.792294  230.160932 
-579.485123  -489.642450  323.557504 
-584.105757  -484.551030  529.371680 
-591.105494  -475.201730  503.381316 
-594.211163  -474.107315  321.828703 
-595.614205  -472.535077  325.063410 
-597.295278  -471.397056  323.677850 
-601.147910  -468.530097  323.080326 
-608.053585  -459.580497  300.977772 
-648.335108  -417.526986  164.942368 
272.342629  -1335.055408  554.407592 
237.405403  -1299.116153  523.970751 
90.282318  -1150.576571  779.971779 
76.170202  -1140.588597  444.962457 
63.181971  -1124.037340  687.081126 
-26.318330  -1034.230681  1101.808034 
-45.629177  -1018.512738  409.742246 
-48.996903  -1012.288451  403.410708 
-88.641070  -973.031558  419.090137 
-92.364696  -969.640712  588.360876 
-100.155569  -964.133718  593.561232 
-112.824364  -950.192856  411.294637 
-121.161354  -939.840483  418.911358 
-137.037765  -927.629566  574.095263 
-144.366292  -920.304082  1008.618957 
-156.626697  -904.496797  390.245509 
-173.653821  -887.248910  551.058668 
-179.826144  -882.695096  589.424308 
-254.294358  -806.157956  931.109505 
-291.319259  -770.120724  854.919482 
-298.822071  -762.452709  297.800592 
-304.690909  -757.025419  321.541416 
-314.931961  -745.647276  826.945407 
-317.884653  -744.525136  470.238341 
-323.150037  -738.712370  466.034275 
-329.328845  -734.307579  472.794023 
-328.727325  -735.621354  789.457494 
-343.114915  -720.773968  479.926227 
-342.937680  -719.398617  484.114300 
-343.923643  -717.170647  819.203821 
-346.014822  -714.134578  820.738693 
-367.051383  -696.587328  275.194192 
-368.960258  -694.875414  273.444455 
-397.545940  -665.577053  413.267502 
-414.196602  -649.414209  423.844652 
-419.100601  -642.706064  396.557828 
-432.057347  -630.016578  265.454860 
-431.388804  -632.775559  671.927204 
-442.163866  -618.002622  251.005017 
-478.295542  -583.146881  647.210896 
-493.598801  -566.681406  345.763387 
-516.885270  -546.906108  562.919660 
-518.800962  -541.318772  351.523068 
-521.646932  -541.514904  235.506785 
-545.486877  -515.675077  347.384791 
-555.989614  -508.409519  323.987379 
-553.535278  -507.146223  340.268827 
-556.486997  -506.080399  322.590678 
-556.935465  -507.055736  322.309370 
-560.312440  -502.442934  326.268764 
-562.812625  -502.195711  213.259001 
-565.863431  -499.056023  328.545209 
-565.230066  -497.886010  344.424487 
-573.791010  -487.316530  332.259038 
-576.120989  -485.910168  326.322661 
-573.499504  -486.305803  327.736707 
-594.264668  -468.161216  318.651373 
-600.553667  -464.370060  210.822019 
-599.738771  -462.521667  311.542610 
-602.468601  -461.707066  318.074265 
-656.801301  -408.134165  267.838858 
295.235820  -1349.644084  529.458537 
202.984362  -1258.449848  507.681419 
79.487479  -1137.855329  461.300093 
52.154129  -1107.651040  493.597984 
25.074851  -1083.817068  694.039660 
-8.654187  -1047.939380  465.727213 
-30.146182  -1028.763642  403.293019 
-69.973073  -989.204438  400.722783 
-113.358553  -945.489120  419.958372 
-123.246495  -934.569799  393.905881 
-157.414315  -898.547785  553.972484 
-205.364134  -849.176024  900.174334 
-210.309147  -848.363850  337.498227 
-228.035540  -830.607123  545.693508 
-227.529495  -827.046008  888.743802 
-252.902661  -802.896608  348.726830 
-310.554076  -748.650999  288.920432 
-316.634573  -739.347623  773.789865 
-321.548599  -734.563330  805.166377 
-337.392004  -722.095119  285.835755 
-397.087097  -662.394242  285.005231 
-415.689144  -641.670812  425.081668 
-417.227144  -640.234968  390.490465 
-417.279430  -637.823216  427.782082 
-424.612336  -632.664499  428.950298 
-446.121056  -612.964988  255.483346 
-444.738213  -610.197826  383.539338 
-452.248075  -606.582669  680.871118 
-472.830611  -585.657599  391.268664 
-514.120663  -540.304323  243.355214 
-520.521368  -537.287456  559.877354 
-518.057257  -537.594988  572.836310 
-528.241953  -528.831042  239.384603 
-540.481357  -517.656284  326.350328 
-544.001708  -514.328669  232.199634 
-542.617217  -514.706517  232.413859 
-553.478221  -503.004416  341.255673 
-570.037564  -485.612420  330.054904 
-572.500610  -485.318129  562.100492 
-582.959012  -473.777711  527.703036 
-604.407355  -454.319383  314.588050 
160.548386  -1211.865878  802.485070 
98.760944  -1151.713743  777.179274 
83.541010  -1134.810425  459.104728 
10.792471  -1060.587022  714.235356 
-127.651373  -924.911509  592.768735 
-130.660923  -922.664258  597.098247 
-131.596997  -917.797093  576.050248 
-146.842996  -904.067674  550.805797 
-206.835985  -845.014425  370.433586 
-257.990743  -795.165425  351.676119 
-280.274737  -770.830987  329.737286 
-281.515155  -768.903256  321.540893 
-285.992324  -767.427692  332.085406 
-285.124760  -765.027604  331.986843 
-295.070952  -757.474290  794.366747 
-305.271360  -748.870267  785.790846 
-311.437523  -741.802602  483.389053 
-311.969392  -737.495415  485.099592 
-326.500318  -726.765941  475.515027 
-326.309144  -726.404503  484.956201 
-329.297124  -720.430451  286.463272 
-344.779064  -705.377894  429.426204 
-350.431594  -702.376475  439.591198 
-363.531475  -690.262410  417.604628 
-381.051179  -668.213396  273.699932 
-411.850929  -640.213279  421.154556 
-410.833994  -639.455086  422.507892 
-411.816108  -638.741113  427.281972 
-442.263880  -610.369503  260.884979 
-486.006853  -563.224184  335.004084 
-493.234936  -560.680431  338.922029 
-493.219008  -560.755401  342.222203 
-490.864560  -559.704247  641.248213 
-496.198416  -554.138452  369.565176 
-510.818177  -542.981349  242.465679 
-511.079609  -538.884556  348.465287 
-511.944452  -538.517800  206.829516 
-516.646303  -536.079653  234.470954 
-518.656413  -530.722887  559.995299 
-535.207752  -514.473252  315.961473 
-538.502095  -513.903591  227.722229 
-537.867715  -512.601007  581.225001 
-543.191751  -510.922100  339.776581 
-544.929410  -507.777568  205.336034 
-543.361504  -507.904963  332.378454 
-554.571141  -498.033382  322.294933 
-556.799622  -497.074281  327.822619 
-556.729446  -493.439231  327.248393 
-560.853232  -490.097403  337.173971 
-568.073643  -483.761705  331.561110 
-571.602748  -477.203317  321.850745 
-574.758348  -479.143227  331.082082 
-590.635935  -461.404722  285.231573 
-600.165873  -453.658184  313.634985 
-610.020667  -442.546633  512.522034 
-620.735141  -431.054269  193.477513 
-637.418568  -416.548796  273.914742 
141.313351  -1185.738477  465.718967 
131.820050  -1175.546680  510.061299 
-15.488970  -1032.945311  1113.863571 
-41.381368  -1002.888631  403.638962 
-83.876276  -962.091413  392.551724 
-129.379478  -916.341322  596.951631 
-132.915723  -911.769684  578.179167 
-135.892838  -912.335276  392.515359 
-151.454936  -896.694300  988.260613 
-173.963530  -873.734849  931.888868 
-197.179416  -849.087851  913.364768 
-217.211894  -826.480296  900.662023 
-267.784229  -779.008097  475.188558 
-272.525148  -775.250733  335.868332 
-277.181624  -770.499634  333.861312 
-285.774328  -757.996569  335.287868 
-294.063580  -750.693205  497.072014 
-299.393552  -746.134507  315.940016 
-307.823539  -738.360904  799.259732 
-337.552106  -707.693399  427.754524 
-347.309181  -697.013171  436.561350 
-357.107632  -688.598367  785.383062 
-391.497022  -653.051743  438.405416 
-396.676885  -650.879470  262.735022 
-402.379279  -641.538974  280.895716 
-424.337666  -623.627729  403.395479 
-424.477649  -621.071694  401.575491 
-427.420955  -618.741326  264.007104 
-435.079949  -612.481738  699.792539 
-439.931990  -606.105906  259.618056 
-437.493052  -605.930912  267.361837 
-443.254706  -603.271663  271.361370 
-451.159505  -593.740429  256.892525 
-450.712415  -597.520568  400.740386 
-451.925302  -593.527121  239.523602 
-459.966151  -585.264450  608.374200 
-462.347451  -584.955877  612.015515 
-463.230924  -582.951128  609.292656 
-480.900606  -566.352427  215.810898 
-481.167970  -564.480842  335.895973 
-480.912412  -565.524904  337.940679 
-485.055541  -563.178683  349.285942 
-529.495771  -514.196557  319.087802 
-530.446037  -516.983208  352.201507 
-530.466390  -514.609376  356.157151 
-575.694657  -468.798677  213.670437 
-581.603088  -465.985474  184.631310 
-595.519754  -450.856420  306.631248 
-642.997321  -401.409169  280.852864 
-643.673224  -401.121423  283.760246 
-648.615616  -396.740854  261.951999 
-659.231230  -387.628123  455.344530 
228.385715  -1269.960919  542.180634 
215.768777  -1257.861438  538.742922 
172.581807  -1211.593119  798.497694 
161.572256  -1200.313075  755.085474 
133.297895  -1171.366935  726.480582 
117.390345  -1155.526030  722.975090 
27.178495  -1069.735405  698.779064 
7.954523  -1050.899104  412.464779 
1.116986  -1043.384787  461.937228 
-20.657891  -1020.627185  1118.203517 
-54.757646  -986.629717  650.163806 
-56.892758  -982.023204  609.297851 
-82.602181  -955.515738  372.431644 
-88.299832  -950.550314  370.665656 
-99.196754  -943.179729  1000.256805 
-123.456977  -915.109559  579.209522 
-127.262362  -913.020045  596.334210 
-125.656039  -912.517039  599.029629 
-126.926293  -910.928798  587.427536 
-131.711996  -910.671347  593.164913 
-130.085131  -912.288855  595.000063 
-133.899598  -904.173658  594.151057 
-168.994412  -869.044599  541.763090 
-173.916148  -865.024133  385.673828 
-196.054474  -841.998685  919.527062 
-231.503439  -807.287782  490.391133 
-238.575745  -801.207323  324.017970 
-242.556920  -799.115740  334.075350 
-242.911569  -800.092286  493.948300 
-250.788331  -788.315341  872.425639 
-281.111936  -760.327380  335.817364 
-280.225076  -758.709836  487.359920 
-286.480948  -752.798546  506.587041 
-287.632370  -753.249705  505.489562 
-286.094698  -751.906647  853.093653 
-312.721632  -727.759983  489.247031 
-328.684020  -713.516211  437.739658 
-357.390245  -685.454771  736.263850 
-356.790403  -681.173764  767.780801 
-364.474691  -674.852515  439.688515 
-371.604484  -667.401166  411.580413 
-373.807967  -664.725181  719.304523 
-408.443846  -633.692032  387.394781 
-417.344071  -622.321463  409.365197 
-422.059751  -620.672968  700.093693 
-438.293370  -603.630673  241.805321 
-437.109597  -600.725830  366.341958 
-439.597202  -600.866476  252.479998 
-439.348575  -601.394960  255.573067 
-442.522323  -600.646454  276.031854 
-454.174847  -588.495955  267.050290 
-471.966244  -569.012487  634.514383 
-481.019915  -559.175514  340.929719 
-481.031247  -561.914352  344.181594 
-482.552387  -558.062607  346.129162 
-484.779784  -556.012327  345.009832 
-506.728676  -534.288380  555.193787 
-526.080238  -514.546480  309.542092 
-531.271409  -508.563688  329.203738 
-537.387352  -505.382488  320.638676 
-568.565883  -470.463648  214.522944 
-569.760810  -469.424088  542.201627 
-573.029832  -467.399347  550.424900 
-575.256806  -464.769976  199.652617 
-613.004919  -429.947135  200.951220 
-627.474063  -414.010724  193.267699 
-632.673653  -406.378046  166.239539 
-649.640474  -388.896850  237.105391 
221.194318  -1254.789051  515.724344 
219.978785  -1254.646104  494.779862 
218.033619  -1253.540074  513.471178 
150.632987  -1188.193830  485.712659 
105.698611  -1139.915995  772.603561 
94.058281  -1131.562233  715.043398 
58.494005  -1093.150341  424.663374 
54.247159  -1087.023807  425.636172 
45.839568  -1078.558163  729.089215 
30.192472  -1062.759975  422.468238 
-52.054131  -984.423518  633.398252 
-72.278185  -964.745941  420.945800 
-78.475051  -956.736538  602.976089 
-82.267888  -953.707409  409.725754 
-113.666605  -920.867013  367.317644 
-150.123231  -886.994929  592.756856 
-167.250594  -865.877850  571.970309 
-210.108688  -827.544208  360.692041 
-231.449758  -806.210168  338.832216 
-230.452741  -805.481330  489.907580 
-236.139219  -797.930364  486.560032 
-234.106458  -799.722672  486.205909 
-238.296213  -798.262234  481.444507 
-254.219142  -779.818828  336.203269 
-277.726842  -755.941477  302.959643 
-277.909303  -756.275650  458.688966 
