x  y  z 
222.635558  -1024.663850  414.787135 
207.183045  -1010.095237  655.689758 
184.888974  -983.920591  381.972413 
184.031395  -982.366071  1091.027215 
180.418374  -981.434077  402.423796 
137.282625  -939.579724  630.676113 
107.886654  -910.105438  370.048954 
79.642341  -879.652159  362.198265 
70.627408  -872.840405  918.068788 
56.443909  -858.362934  369.438139 
45.039015  -848.307589  576.811491 
36.911016  -838.368270  882.604661 
35.413839  -835.475228  886.540531 
15.770763  -814.147259  364.091534 
11.777957  -812.092419  525.550653 
-3.485942  -797.321535  333.825855 
-21.065483  -779.591502  522.913597 
-34.414925  -768.672444  805.837953 
-57.821768  -742.194581  327.895640 
-60.261817  -743.238927  329.117829 
-56.991477  -742.749685  464.325621 
-73.503679  -729.236539  316.023510 
-80.211474  -723.459450  285.696168 
-76.290200  -722.112539  289.144660 
-82.078823  -719.752272  443.857772 
-108.010716  -695.570149  447.364565 
-113.980269  -686.433577  445.817254 
-165.086349  -633.383787  694.131418 
-173.115151  -629.264198  263.608721 
-183.500919  -615.878091  411.918228 
-186.775795  -614.087394  389.398801 
-206.201981  -594.953968  678.061563 
-209.452489  -590.004997  674.408764 
-216.067996  -586.781427  253.379605 
-220.047712  -581.674985  394.430940 
-218.317526  -579.947436  394.035143 
-221.817562  -580.941776  255.973415 
-224.617014  -577.454693  254.608106 
-225.973166  -575.643074  367.657813 
-249.769593  -551.068371  587.506134 
-264.307178  -535.168090  342.953206 
-272.649419  -530.135281  354.762037 
-269.687787  -531.051687  570.094197 
-291.903090  -511.566009  539.842055 
-297.052184  -501.732685  219.217500 
-298.597056  -503.158961  524.606660 
-309.475618  -489.259893  516.689555 
-312.410007  -486.511395  203.178529 
-317.524268  -481.098866  532.335941 
-326.531633  -473.898738  194.932948 
-346.512309  -457.103342  289.204666 
-345.792875  -456.250025  518.237973 
-346.196486  -454.111435  285.477720 
-349.026684  -453.394389  286.745676 
-351.580066  -449.470871  519.075134 
-356.633687  -445.073178  195.900529 
-358.281930  -442.323181  197.899506 
-359.948920  -439.687920  177.613194 
-358.804033  -440.247598  180.580360 
-364.256132  -435.117131  169.167385 
-368.933683  -430.613287  184.840743 
-373.417186  -428.471577  187.291628 
-377.884976  -425.204791  182.593945 
-376.943931  -424.894102  269.270611 
-382.292481  -419.246127  267.645719 
-385.853220  -414.940696  438.891975 
-387.528392  -411.457591  167.523136 
-405.710260  -392.858368  447.918739 
-413.510494  -387.313793  173.005572 
-416.835037  -384.200101  170.935130 
-415.996111  -382.567485  408.058525 
-455.344172  -346.097819  371.225755 
-456.902310  -342.982242  376.908031 
-460.739204  -340.831952  147.271751 
-465.587178  -336.063658  148.866627 
-470.592523  -332.420824  140.260607 
-478.650215  -324.241844  338.485708 
-490.619596  -309.872746  219.427578 
437.828720  -1234.826581  553.054515 
401.954976  -1198.388037  770.200453 
305.667419  -1098.969755  699.805018 
301.255900  -1096.353319  720.740706 
257.281057  -1051.869232  666.738026 
231.527198  -1029.187570  461.779632 
222.020158  -1019.173204  665.142132 
217.809799  -1013.613542  663.242853 
212.058699  -1006.144118  394.270040 
209.743969  -1004.985460  661.547046 
170.519303  -967.507638  633.531717 
148.186820  -945.749730  626.708197 
142.488534  -939.473681  1001.458498 
67.840208  -860.986773  342.281592 
59.928358  -856.065787  365.720659 
56.442022  -854.478098  339.919188 
24.977961  -817.921830  512.871514 
22.801486  -817.699087  862.641137 
7.774202  -803.468210  314.336619 
5.657915  -802.805574  492.021286 
4.990567  -800.387000  874.969513 
1.047922  -795.134378  314.888254 
0.915666  -797.486247  890.029381 
-9.900472  -784.521556  889.236913 
-26.421896  -769.841693  492.997781 
-47.147281  -745.679253  836.641401 
-60.285486  -736.188647  324.577862 
-76.731393  -718.102853  281.561566 
-77.204517  -716.401195  444.602155 
-85.596395  -710.949858  303.994931 
-101.966689  -694.865032  449.883750 
-118.197433  -678.208403  450.511882 
-123.135044  -675.023676  779.251566 
-129.576017  -667.171796  280.904593 
-138.604949  -657.187622  256.202603 
-173.537513  -624.238507  651.851022 
-184.887477  -611.639023  383.103376 
-184.170167  -612.507763  402.896933 
-185.928670  -608.594958  382.618387 
-187.924623  -608.744444  388.281879 
-187.458844  -609.008489  387.166496 
-187.254234  -607.048740  664.173981 
-191.147145  -606.719692  382.798695 
-188.041892  -606.588692  394.473651 
-192.436689  -602.846333  385.597267 
-191.105093  -601.723081  399.497175 
-196.430134  -597.632137  663.715934 
-200.712356  -596.674055  381.034263 
-209.523296  -587.992340  398.619400 
-209.348667  -587.217818  668.162826 
-211.570541  -584.430277  359.377586 
-216.668894  -579.488356  623.095984 
-232.098414  -563.687793  343.340747 
-244.211925  -550.356745  250.072370 
-258.286408  -535.565020  218.234167 
-282.372922  -511.774642  539.617491 
-282.558997  -511.410517  541.891221 
-280.924128  -511.920730  554.643797 
-286.899998  -510.174624  221.061874 
-286.732343  -507.897740  220.644510 
-297.272587  -496.852652  200.431502 
-304.013298  -490.225408  213.851194 
-318.013184  -479.177214  525.823168 
-345.881768  -452.188482  290.796963 
-347.721439  -447.291716  275.205741 
-346.445943  -447.076897  511.330506 
-353.136479  -443.157283  181.720146 
-352.956374  -440.542335  196.121270 
-352.029231  -443.369491  198.741752 
-352.832062  -440.041913  490.444816 
-356.448740  -439.219935  188.514683 
-358.961050  -438.838757  173.006933 
-357.092746  -438.495731  180.543302 
-365.006335  -432.323724  293.398471 
-375.595631  -421.520637  166.915573 
-376.357111  -418.935647  169.210656 
-377.960800  -417.881333  180.284213 
-378.215446  -418.242097  188.368082 
-382.298026  -412.706954  174.485696 
-384.765030  -408.062154  167.664885 
-405.446951  -390.167518  460.686926 
-407.298543  -387.821762  256.189985 
-411.753813  -384.073795  165.613355 
-461.726025  -334.781406  125.500574 
-476.691116  -321.503222  216.466730 
-484.643373  -308.212151  205.748443 
-506.091902  -289.527836  200.597981 
369.706614  -1157.521339  480.302932 
369.336807  -1157.276610  514.110636 
347.634041  -1138.105082  463.280393 
344.216498  -1136.326211  746.625298 
311.625923  -1103.165273  443.809775 
266.384291  -1058.316226  678.959248 
246.859385  -1037.435481  434.789550 
210.532466  -1002.252397  654.494676 
206.236756  -996.345316  1102.282357 
176.926493  -964.452892  646.264346 
154.302352  -944.228908  1043.352288 
128.595134  -919.385659  987.207796 
118.599893  -908.165570  574.980158 
88.426260  -879.742285  589.031248 
81.218920  -872.933029  361.337103 
73.474745  -864.104606  352.294001 
52.836469  -842.365366  881.042445 
49.013296  -836.994144  884.346462 
45.449008  -837.973521  882.929064 
46.114238  -836.674632  884.072084 
47.193202  -836.874028  883.208361 
44.310764  -832.528050  556.169351 
41.006793  -831.935319  556.986215 
-11.126523  -779.738448  486.408932 
-16.435384  -774.670708  524.643160 
-18.213808  -770.871146  887.134301 
-19.753789  -768.153878  311.010137 
-26.219239  -761.353769  336.162970 
-37.286867  -753.794455  476.304855 
-54.054466  -736.739144  323.603630 
-54.395907  -734.278952  323.872144 
-55.865515  -733.162893  327.740080 
-60.515637  -727.022512  282.743166 
-68.455010  -719.144547  445.563547 
-87.661189  -703.287210  308.176939 
-89.587160  -700.587302  314.864220 
-91.753740  -698.399464  294.081112 
-96.163761  -694.732039  279.707116 
-100.594652  -687.938741  304.199741 
-117.008476  -675.759471  295.487089 
-140.367926  -649.895762  429.509946 
-142.715963  -646.214130  733.711345 
-156.589617  -634.914255  262.601561 
-158.876130  -630.206384  263.395505 
-162.917688  -629.406761  656.726213 
-171.280193  -619.021758  399.286199 
-178.073206  -610.039930  394.541473 
-184.074745  -604.259692  399.101677 
-185.348558  -602.446121  263.487596 
-195.452560  -592.315797  393.293087 
-207.052727  -583.430342  362.888566 
-241.371182  -547.920770  609.927151 
-254.708238  -534.882144  606.793479 
-259.139053  -532.333315  347.349949 
-255.656166  -533.343791  592.069235 
-257.643684  -530.651204  598.012891 
-281.087995  -509.854739  551.900021 
-280.845158  -507.076618  535.130711 
-281.919083  -505.982590  538.465147 
-282.618618  -509.718065  536.105037 
-281.120403  -508.378750  535.625401 
-282.055148  -506.130177  542.783954 
-280.967686  -508.140501  539.031528 
-283.888533  -508.639601  541.992336 
-283.002374  -508.628824  541.492919 
-281.331221  -508.408208  540.090176 
-281.907345  -508.398056  546.605339 
-283.152892  -504.847536  532.048703 
-285.700218  -503.369583  526.901209 
-291.089174  -499.489990  539.759006 
-302.049679  -485.437836  197.494853 
-326.480243  -463.564557  489.393943 
-329.537001  -460.530006  183.417003 
-334.048299  -456.488162  296.217901 
-344.214411  -447.489439  273.780491 
-351.216426  -439.334091  171.611194 
-352.951301  -438.803777  178.995996 
-351.167610  -436.620649  287.426880 
-356.129270  -431.434177  168.786365 
-363.427395  -428.835584  171.549415 
-371.536809  -421.217866  166.527428 
-370.772190  -418.300173  171.230172 
-371.113268  -416.444773  180.920657 
-376.366031  -414.154393  168.519287 
-375.926948  -412.632914  177.443274 
-382.370415  -408.063243  176.644566 
-389.269898  -398.577046  262.704025 
-391.826224  -396.556540  178.426679 
-392.296575  -395.365395  181.370326 
-391.483804  -396.648284  182.626035 
-394.959760  -396.646909  183.849892 
-392.233813  -395.672054  181.847554 
-393.030103  -396.901660  182.194259 
-399.540572  -390.459872  251.374622 
-397.083520  -391.364120  410.250510 
-403.147432  -384.861840  398.764602 
-409.695259  -382.856616  166.696742 
-414.926062  -374.774265  243.452788 
-428.009497  -362.846387  142.172797 
-455.601058  -336.268115  390.719222 
-474.803028  -314.991620  143.867035 
-474.999798  -312.773709  196.232792 
-486.943503  -305.093100  343.398242 
-488.855537  -301.714322  195.282810 
-490.478230  -298.248234  184.737099 
-496.096157  -295.346368  190.154030 
-495.841305  -295.063857  200.539856 
531.041611  -1315.869515  518.970992 
513.250170  -1297.056998  568.727036 
310.237372  -1094.910136  434.194707 
300.223263  -1086.459817  459.154784 
273.535231  -1055.841462  705.330744 
239.037452  -1023.167402  663.135552 
234.076437  -1017.174814  637.523262 
229.165343  -1011.618205  674.755314 
183.264812  -968.160008  408.667826 
173.562292  -958.444783  406.437020 
139.102827  -925.959394  617.931355 
132.028230  -914.576782  359.720826 
130.785417  -914.878743  361.985041 
112.779914  -898.072423  350.883311 
111.540939  -894.721702  572.371205 
88.786825  -876.055518  951.263464 
86.328890  -869.121215  368.107311 
81.911089  -866.493129  367.359873 
69.320751  -853.634083  567.118051 
38.814721  -823.428105  892.966756 
21.673360  -807.395965  858.979013 
20.695973  -805.523458  850.703147 
-23.691514  -759.572311  810.192422 
-69.022142  -715.157659  481.507256 
-82.767489  -701.534564  297.461432 
-81.153907  -701.665994  306.991172 
-83.483216  -701.933195  470.253870 
-87.197486  -697.359080  298.798624 
-112.542057  -672.635810  725.752312 
-118.867492  -667.971096  746.373855 
-144.609879  -642.342376  425.136399 
-153.323137  -633.001901  271.147144 
-151.202451  -634.342069  419.866547 
-192.664426  -591.541795  373.940496 
-206.734069  -577.480241  372.987945 
-232.994635  -550.566915  616.340023 
-235.147949  -552.056323  620.142925 
-235.104432  -548.121631  630.293455 
-241.371674  -542.252123  603.600000 
-246.083991  -537.354240  621.558016 
-249.773151  -536.919143  589.489965 
-251.777741  -531.380649  590.070946 
-251.700112  -531.407463  598.825613 
-250.400371  -532.386647  598.873034 
-251.718466  -531.917067  604.357353 
-252.065340  -534.119415  600.613395 
-254.540719  -529.976546  597.862185 
-257.900404  -526.432703  603.087922 
-256.246918  -526.893223  601.073860 
-261.181571  -524.040939  571.195239 
-273.726021  -508.530304  576.631238 
-278.262792  -507.588559  541.758987 
-278.991158  -506.142450  540.948244 
-281.852269  -504.717556  531.032843 
-300.007577  -483.741912  519.828011 
-317.285916  -468.691811  195.814118 
-329.754435  -456.001728  178.734241 
-336.550678  -447.835701  293.464114 
-345.038743  -439.348689  195.305471 
-347.023798  -436.977403  193.898326 
-351.716167  -434.154316  174.951824 
-352.168758  -434.035795  178.722543 
-351.751612  -432.024092  170.037257 
-351.398054  -433.138527  267.769694 
-353.717155  -431.809039  268.174401 
-354.019357  -427.992208  266.518565 
-356.805012  -426.571668  171.242927 
-359.527452  -426.917616  170.088305 
-357.953609  -425.545361  170.740295 
-358.314280  -424.583955  172.901418 
-356.240753  -425.697462  172.523556 
-365.910516  -421.221842  172.887735 
-376.260181  -409.877162  171.558629 
-381.094540  -401.459347  433.311649 
-385.409582  -397.345031  157.421598 
-390.605657  -395.872717  405.797654 
-395.300248  -390.952365  152.976796 
-424.746779  -357.902363  408.016338 
-441.777831  -341.347297  391.732597 
-458.252843  -326.948086  125.919573 
-477.262056  -308.637987  187.983053 
-476.889465  -307.506410  319.288282 
-494.178240  -288.929502  319.887863 
-495.193449  -288.016597  202.098704 
532.740675  -1314.180733  513.072700 
431.880213  -1211.178491  537.826073 
419.961028  -1200.776440  789.472868 
321.134326  -1099.648279  678.229260 
261.210673  -1041.136398  687.226218 
250.611175  -1030.254314  415.442550 
235.190383  -1012.429766  627.080726 
217.374407  -998.698449  642.629707 
216.283499  -995.121935  602.688878 
141.917784  -918.611545  398.414548 
136.463200  -915.854001  1055.029489 
135.704383  -915.129234  984.547876 
116.135029  -893.870046  387.712447 
114.000370  -891.199487  1009.001574 
94.464906  -872.142873  589.835784 
87.525480  -868.156970  362.153329 
83.877580  -861.506593  378.244069 
83.315408  -860.176836  549.656021 
82.336849  -863.303000  935.820940 
56.495244  -837.065386  362.688718 
50.857499  -829.896821  881.726160 
50.075000  -831.789040  887.162987 
43.983237  -822.103095  882.973599 
37.532577  -815.926060  498.181429 
5.416156  -783.909750  818.844732 
-20.672040  -759.888926  509.425743 
-40.344658  -739.700341  290.269970 
-43.883287  -734.349059  313.827795 
-51.200303  -728.013434  304.125153 
-50.866671  -729.362806  323.089466 
-54.805812  -726.664334  299.308391 
-54.964359  -723.669973  300.251315 
-66.684595  -710.233000  292.731665 
-69.835919  -711.301409  436.344052 
-96.643921  -683.158428  304.243576 
-103.304501  -677.854936  427.043337 
-132.701066  -644.906352  415.115308 
-138.865609  -642.960825  737.938618 
-137.344541  -641.911219  740.661493 
-148.296905  -629.181019  423.214731 
-149.556100  -631.441113  422.099264 
-147.593871  -630.620085  422.209673 
-148.959652  -630.111919  419.792815 
-151.775431  -628.199493  272.583310 
-154.084060  -625.252032  247.518441 
-154.464447  -625.310182  385.629840 
-155.607808  -621.215242  382.129671 
-180.570167  -600.250048  640.337743 
-185.470107  -594.404798  369.833573 
-183.957632  -592.770897  370.819264 
-183.495872  -597.125355  370.241197 
-195.507485  -584.665640  376.041066 
-225.459188  -552.993298  610.488823 
-232.741686  -548.530121  571.421453 
-240.152911  -536.366939  600.541268 
-248.949058  -529.321695  342.907627 
-249.204765  -531.707574  591.185274 
-252.474965  -528.952945  598.934917 
-255.503078  -524.196090  603.980625 
-259.003027  -517.495625  599.066404 
-272.259127  -507.695073  567.662513 
-274.223235  -506.247247  312.041620 
-274.636366  -506.511813  545.333183 
-284.630702  -494.207586  543.051688 
-288.173996  -489.862679  214.593385 
-295.770142  -482.659896  551.799508 
-299.302679  -478.033629  205.786240 
-314.634236  -464.886616  535.172373 
-318.092462  -458.747019  188.756879 
-333.272735  -448.229331  470.835139 
-340.339141  -439.433599  465.148940 
-348.715761  -430.991373  189.042722 
-346.723234  -432.801785  459.704815 
-363.164413  -414.004176  166.511301 
-365.110224  -411.968791  162.356115 
-372.758888  -408.960942  178.717125 
-388.090970  -391.851287  261.275601 
-395.186627  -383.390728  399.305239 
-416.557226  -362.837080  409.642514 
-438.399236  -338.742546  395.046516 
-448.877677  -332.893035  382.343934 
-450.781201  -330.604748  351.304281 
-472.498801  -304.507313  121.418485 
-473.993669  -305.675532  319.095088 
-472.164114  -306.256364  318.817131 
-480.174724  -301.056807  120.145015 
-481.306291  -299.493421  200.174203 
-489.266183  -288.535041  171.858491 
-492.175523  -286.954507  172.775053 
445.456411  -1220.101602  525.139085 
315.527531  -1091.491095  440.528191 
309.267813  -1083.599460  447.862556 
307.855306  -1082.881574  723.231832 
305.481414  -1077.611412  450.917006 
301.683625  -1076.574155  453.153620 
303.210691  -1077.224367  450.979112 
233.998014  -1009.626601  1107.369101 
235.283306  -1009.675075  1105.841326 
179.608236  -953.525221  417.095140 
180.386122  -952.166169  580.149641 
159.211463  -933.700667  374.975080 
127.927185  -901.641244  574.101825 
102.131974  -876.517074  376.970886 
92.467020  -867.655680  357.641264 
85.867711  -860.781978  381.883900 
79.282799  -851.750743  367.179402 
77.259109  -852.777527  910.250887 
74.944202  -846.630502  901.923252 
69.425592  -844.081711  886.760260 
65.088549  -840.147709  893.347501 
42.372248  -817.031843  492.960258 
8.436781  -779.717283  854.427237 
-32.254958  -740.118299  302.345208 
-46.115264  -726.095117  297.002658 
-51.427106  -721.308763  317.765036 
-64.898048  -708.128113  471.564455 
-70.440962  -705.533754  444.426993 
-72.298751  -703.650339  283.760441 
-74.327216  -701.559127  297.960795 
-77.217500  -698.890322  270.248358 
-112.520266  -663.586260  704.623178 
-129.448191  -645.880762  718.012946 
-135.706864  -636.115760  282.820763 
-142.421340  -628.979005  381.808185 
-147.809056  -628.240256  394.605966 
-146.318109  -627.479521  422.986595 
-148.315028  -626.074212  274.176227 
-169.054236  -605.823499  687.956668 
-173.701123  -602.458415  649.536032 
-186.946464  -585.459523  369.018288 
-184.663768  -587.103388  619.048751 
-185.567405  -586.057202  616.863836 
-194.473462  -577.645722  248.382525 
-197.065604  -576.136127  249.587469 
-214.934674  -556.929270  594.990900 
-223.489593  -548.370868  244.415281 
-232.290547  -540.071462  593.229609 
-242.144947  -533.774493  585.066399 
-245.631088  -527.172947  577.250841 
-246.097599  -528.907797  595.941764 
-260.109107  -515.628181  201.486604 
-260.431194  -515.435462  578.620234 
-260.391356  -513.828521  592.170623 
-267.573558  -506.719055  206.172322 
-281.250267  -493.081980  547.577957 
-302.617491  -472.344651  530.778352 
-306.227542  -467.655877  190.619003 
-318.696374  -454.754178  192.253139 
-335.488968  -436.949612  184.316684 
-338.898520  -432.311437  188.434102 
-337.793126  -435.292309  185.616333 
-346.524963  -428.353415  261.362439 
-343.790584  -428.542376  258.726388 
-351.490718  -422.841556  173.098591 
-352.338889  -423.098564  173.721674 
-353.119569  -421.357520  259.028984 
-356.121608  -416.233852  184.690329 
-390.029877  -381.864262  238.846585 
-393.405183  -380.069650  163.894814 
-404.108277  -370.556372  165.550026 
-433.981624  -338.514390  131.204291 
-434.379318  -338.531272  389.696921 
-437.057315  -334.497530  217.238160 
-467.995185  -307.941408  319.868529 
-468.862407  -304.547627  318.703299 
-476.887238  -294.517798  203.413101 
-477.852484  -295.211397  207.594157 
-483.347614  -289.693455  171.729272 
503.298006  -1271.077458  495.770625 
334.633210  -1104.352707  739.250882 
289.945346  -1057.956660  672.522621 
247.913006  -1014.147561  415.627248 
236.731028  -1004.235161  401.523467 
232.301458  -1001.029054  1059.701677 
206.663396  -973.987766  1101.992368 
112.054976  -880.897301  936.108135 
87.628824  -853.994444  363.670269 
83.993122  -851.836955  368.053211 
82.254945  -853.079782  898.472183 
81.858078  -847.695672  556.691139 
73.533099  -841.182305  895.194629 
-3.071532  -763.164070  852.031242 
-32.046794  -735.790403  837.685360 
-38.382008  -730.161082  453.226259 
-40.884876  -728.343342  473.724410 
-38.642475  -727.865288  476.478766 
-66.601262  -703.303655  778.108922 
-71.670611  -697.055364  287.905929 
-106.649816  -663.496486  759.878851 
-107.070924  -659.747222  701.527140 
-110.689415  -656.324067  688.145614 
-109.859529  -659.596819  754.540646 
-131.762996  -634.015211  733.952762 
-136.344917  -633.918057  246.708443 
-135.472179  -635.238444  727.512855 
-138.417852  -632.325374  247.537920 
-145.389935  -625.027203  393.574272 
-143.958667  -624.695189  657.341132 
-185.234073  -582.865742  363.725051 
-185.521771  -584.711935  368.307708 
-191.630202  -577.625775  364.379804 
-207.332935  -563.443849  375.644174 
-208.346273  -559.158578  598.212664 
-215.275403  -554.076617  244.387221 
-217.572816  -552.961265  610.508208 
-214.838322  -551.196425  621.875174 
-220.672094  -545.245191  596.475069 
-226.271115  -542.980337  618.296025 
-227.857634  -539.240961  329.461226 
-247.638642  -522.936120  573.909100 
-255.428974  -510.169724  204.552627 
-314.148329  -455.477241  522.454004 
-325.047063  -441.106354  181.073012 
-326.432367  -442.244872  187.138733 
-347.265387  -418.839946  274.283295 
-360.688181  -409.643684  167.130771 
-363.710115  -402.083183  266.180500 
-366.662470  -400.716404  156.760488 
-373.233250  -395.091231  240.208211 
-399.940719  -370.189689  220.724332 
-403.524071  -364.554147  224.844507 
-410.879225  -357.488384  157.208351 
-412.304120  -356.032559  161.970438 
-433.076099  -335.717540  132.498393 
-450.495109  -319.847394  333.858906 
-483.349528  -285.290826  308.799811 
445.897400  -1206.515080  514.418904 
443.221930  -1205.039619  521.443872 
436.124065  -1201.065687  520.499754 
436.998886  -1201.478613  798.495471 
429.190359  -1194.595479  484.651572 
350.027768  -1112.309777  468.528606 
329.112582  -1093.252323  437.745443 
161.589197  -926.610668  612.444745 
144.732965  -908.629038  392.445193 
139.670645  -902.241385  566.235582 
138.685617  -900.668502  567.632650 
139.441051  -900.393679  572.864378 
129.222329  -891.684993  569.344391 
111.540891  -875.836989  377.370276 
114.506425  -876.256606  976.305815 
78.818638  -842.115147  910.131620 
79.313821  -840.700167  893.087134 
76.106591  -840.426477  957.641134 
72.348581  -837.780399  894.152206 
72.491928  -836.140409  895.226305 
62.486090  -824.823884  885.502306 
57.312482  -819.907193  349.538126 
21.863234  -783.998638  493.262186 
11.968306  -773.018624  340.794018 
-27.129709  -733.755422  290.024638 
-26.770033  -733.557378  290.425443 
-32.799871  -731.759068  292.489424 
-32.561766  -732.375525  765.918432 
-68.368456  -694.220605  288.312834 
-69.358389  -691.818565  285.228576 
-70.026923  -690.830671  423.847527 
-74.571765  -690.678725  724.513869 
-91.926050  -671.584041  722.504509 
-95.507688  -666.363354  295.479236 
-99.217554  -663.183660  278.434447 
-99.738797  -663.480778  281.507610 
-106.852756  -655.980547  276.431430 
-117.828994  -647.657678  402.785251 
-126.556321  -638.574223  260.630242 
-129.731665  -635.148378  282.815487 
-133.390494  -627.443953  250.306335 
-133.883156  -627.052053  385.836103 
-145.936752  -619.157613  266.226094 
-149.500663  -612.610505  663.938184 
-166.114634  -595.051992  370.517883 
-171.694504  -591.567143  640.837970 
-180.092809  -582.866954  364.586286 
-190.103168  -574.612197  374.020440 
-205.158291  -555.234899  362.868626 
-206.712085  -556.822594  364.437878 
-204.510798  -557.030948  620.371022 
-208.281498  -556.466336  242.121250 
-222.481317  -541.800580  610.556448 
-230.669990  -534.002855  555.543108 
-244.573472  -517.121178  565.147210 
-256.972621  -504.783171  570.852172 
-261.597568  -501.996652  568.248006 
-264.806213  -497.666789  554.435582 
-277.804268  -483.560417  214.579552 
-292.069827  -469.705056  308.639136 
-338.336864  -423.721570  167.022253 
-340.015894  -422.391809  171.018387 
-342.919910  -417.486674  453.833474 
-343.773188  -419.693922  454.573604 
-359.060887  -405.733235  449.717952 
-403.414454  -360.866743  218.852471 
-440.978678  -321.723588  363.319737 
-442.739504  -322.225988  344.113701 
-454.754942  -306.775578  183.804949 
-459.762536  -303.195585  116.741093 
-458.732025  -305.144220  188.942965 
-473.639615  -290.320112  198.308829 
-477.131731  -287.551971  201.189383 
542.750463  -1300.935468  515.460965 
437.406323  -1194.122397  526.760402 
432.436235  -1189.592643  740.210380 
322.419898  -1082.510667  439.566272 
312.144745  -1069.557894  476.465767 
264.361738  -1022.380668  652.454951 
153.004954  -909.415039  558.241217 
151.624293  -908.143528  392.853406 
126.655143  -883.803931  367.736419 
123.790858  -882.358129  386.397774 
117.770139  -876.998290  563.221604 
106.008589  -864.490341  382.891050 
81.189402  -840.885591  554.515238 
77.994016  -836.555597  915.279654 
45.890774  -803.533092  520.145001 
39.095938  -798.122326  837.356769 
38.356463  -794.313023  356.897819 
27.219799  -782.630570  901.238903 
-2.550783  -752.349289  787.043401 
-4.871730  -754.439196  786.641227 
-21.423809  -737.503500  296.557766 
-28.422327  -728.021234  295.883291 
-42.465760  -716.254696  459.995495 
-52.777506  -703.081619  441.772920 
-58.184386  -696.899457  472.078544 
-66.776088  -689.503906  736.848296 
-70.559800  -684.912564  715.077596 
-80.705721  -679.258901  460.689707 
-83.978917  -675.290365  735.552803 
-92.983841  -665.152869  747.547798 
-122.548950  -632.457578  385.214713 
-133.264837  -623.430063  263.976178 
-132.345592  -626.940113  264.989322 
-138.536974  -616.357910  644.652146 
-145.794464  -609.093648  394.609038 
-173.882184  -583.778296  624.845266 
-205.223163  -552.277229  216.378597 
-204.565224  -553.009825  373.933438 
-212.223460  -543.263608  606.744130 
-217.588288  -540.621237  225.663296 
-224.326099  -534.095412  592.690447 
-231.448054  -525.926946  573.387174 
-243.906947  -513.027878  225.522807 
-245.558082  -509.740336  342.631370 
-245.759847  -509.505881  546.146533 
-248.953515  -507.212147  200.051269 
-260.603900  -496.698549  536.144809 
-273.590472  -481.458107  212.295618 
-283.732166  -475.637690  190.431187 
-286.206892  -473.304211  497.128373 
-287.284611  -470.463474  288.140223 
-298.351696  -456.733017  500.650548 
-317.344140  -438.431579  183.609675 
-323.051254  -434.644911  171.820813 
-330.546666  -429.210591  194.706968 
-338.976164  -420.450866  463.806206 
-341.476063  -413.582148  272.241123 
-356.697197  -398.555741  175.982004 
-420.324177  -337.313466  143.414871 
-431.073688  -326.983030  341.451943 
-448.451826  -309.558401  137.186496 
-447.696289  -309.536411  185.386395 
472.057927  -1226.025251  763.906415 
441.743838  -1193.592242  469.829636 
431.692462  -1185.589789  465.170913 
435.160542  -1186.862640  772.436839 
433.829265  -1184.638964  785.440616 
368.896807  -1122.518990  443.222867 
286.398393  -1038.521490  697.745264 
282.942328  -1035.461293  652.643378 
281.132683  -1030.867699  689.424008 
264.751963  -1016.398579  444.517664 
256.659330  -1008.550392  616.178622 
252.749166  -1006.370827  632.928037 
244.912936  -994.638031  1061.282836 
203.446743  -956.280206  1022.945498 
199.937274  -952.002062  581.729942 
201.486359  -950.762050  581.633002 
196.369296  -947.580707  586.296529 
166.742802  -918.642106  612.151686 
159.883363  -912.208451  403.792435 
127.635889  -879.035103  566.134114 
123.008489  -875.595239  586.651749 
114.940300  -864.265841  951.847459 
111.368923  -863.584866  971.354784 
101.974947  -851.698946  975.051705 
101.204748  -851.192232  983.542954 
85.743921  -838.791172  888.702807 
76.672740  -829.740018  897.651065 
37.867887  -791.387415  851.848197 
34.510860  -785.776496  342.942824 
29.477785  -781.836504  510.379718 
27.762856  -779.845466  512.002115 
26.807604  -778.975454  886.637628 
16.876267  -768.083797  329.709222 
16.934278  -768.011431  881.572404 
16.463261  -769.749816  879.529712 
12.352333  -762.264710  880.090219 
8.679635  -758.165839  476.723799 
-3.202554  -749.414049  781.827189 
-7.232080  -745.788162  477.175972 
-21.736650  -728.828911  482.093547 
-28.002722  -725.900689  295.297064 
-35.401768  -718.613132  312.820330 
-37.509231  -714.168297  281.551826 
-38.229728  -714.950804  285.556813 
-39.431119  -713.446095  462.700820 
-47.045982  -706.105656  445.496521 
-85.156969  -668.637908  289.843433 
-96.899893  -656.805444  752.481712 
-101.055391  -653.077848  399.288449 
-97.982243  -653.035630  432.304402 
-100.910483  -653.727643  703.615322 
-103.757078  -645.986101  275.440498 
-110.102413  -644.447552  399.297608 
-110.803057  -641.730546  254.381855 
-115.738789  -635.457895  254.985575 
-129.853870  -623.456123  260.731953 
-151.642762  -597.894451  656.546545 
-161.648982  -587.712334  642.313392 
-178.402779  -572.760875  375.826178 
-186.046156  -568.591043  229.939231 
-198.492611  -553.916337  622.131451 
-214.678259  -537.544586  609.182832 
-215.448334  -535.786834  225.180984 
-218.418724  -532.732408  234.690023 
-224.885223  -525.618406  558.316957 
-238.870488  -514.064731  537.426638 
-239.656212  -512.186100  538.432612 
